X1,X2,X3,Y
35.973,86.774,77.161,0
15.289,66.531,71.311,0
36.463,46.834,85.612,0
40.092,54.453,79.433,0
44.428,48.291,72.900,0
15.356,54.552,86.870,0
17.078,45.251,85.929,0
28.467,45.924,73.921,0
14.793,81.158,80.742,0
18.627,61.188,77.858,0
31.344,53.376,72.483,0
37.766,50.463,73.926,0
17.108,85.211,78.405,0
23.707,43.160,71.558,0
34.150,40.001,70.670,0
38.542,64.409,82.884,0
42.509,49.213,85.472,0
10.737,55.963,76.060,0
22.222,51.103,71.354,0
47.461,56.884,74.759,0
11.830,41.761,74.558,0
48.262,86.373,70.872,0
25.935,50.878,82.397,0
22.601,40.090,83.334,0
14.728,50.119,79.177,0
45.673,65.315,76.768,0
37.240,72.343,82.727,0
41.075,63.987,77.832,0
30.330,68.724,85.751,0
47.881,40.843,84.768,0
34.454,58.929,84.915,0
22.766,65.114,78.337,0
27.430,69.995,85.574,0
37.544,65.376,72.517,0
38.895,65.870,72.629,0
47.323,42.020,73.107,0
20.321,86.533,75.690,0
30.895,48.002,78.275,0
12.042,50.624,73.086,0
19.648,48.669,70.765,0
41.505,64.774,85.916,0
35.476,76.364,75.685,0
28.070,51.208,81.186,0
39.182,71.369,78.133,0
18.166,59.030,74.029,0
28.684,57.301,83.983,0
13.844,67.358,81.081,0
48.236,88.496,85.919,0
21.193,81.311,72.956,0
48.815,74.198,78.363,0
33.640,63.951,70.086,0
44.031,75.683,82.993,0
42.388,60.815,76.439,0
42.550,59.113,87.289,0
49.751,64.490,74.029,0
23.508,89.192,70.062,0
33.806,43.224,74.951,0
22.127,50.509,80.262,0
24.614,76.906,71.572,0
21.926,57.711,87.480,0
46.504,51.096,81.117,0
28.905,54.558,74.910,0
39.424,85.982,72.851,0
39.181,53.668,88.674,0
25.710,52.484,71.297,0
46.265,50.546,89.776,0
19.290,48.886,88.870,0
46.108,58.091,80.618,0
25.799,62.892,71.468,0
40.211,56.504,80.965,0
43.278,83.197,70.320,0
31.506,67.451,88.001,0
35.940,82.140,73.073,0
34.124,40.132,71.560,0
44.401,57.312,80.332,0
34.116,46.292,88.636,0
18.554,64.580,76.278,0
49.590,52.020,89.119,0
17.805,83.219,84.896,0
15.917,87.280,86.660,0
24.015,68.805,81.869,0
45.023,64.261,86.410,0
47.044,72.265,71.554,0
23.000,83.767,87.045,0
37.726,89.488,76.743,0
18.308,84.432,89.616,0
17.503,80.824,74.261,0
30.291,59.905,83.172,0
16.190,79.122,78.952,0
31.969,87.540,85.406,0
30.342,55.660,78.216,0
10.100,52.017,86.051,0
18.599,60.818,83.999,0
46.038,41.884,78.056,0
49.467,61.588,79.877,0
20.476,82.873,79.648,0
17.123,60.651,79.775,0
18.905,54.731,75.228,0
35.229,51.410,86.873,0
32.049,61.041,79.028,0
30.011,77.707,83.238,0
13.235,71.802,88.846,0
19.902,69.456,71.388,0
47.467,71.418,85.772,0
24.841,83.314,89.367,0
27.824,82.673,81.108,0
26.411,55.257,77.298,0
34.722,60.797,74.623,0
21.191,66.832,78.061,0
43.785,76.408,79.511,0
29.568,82.016,81.033,0
31.012,87.943,79.159,0
35.773,44.461,84.797,0
12.484,74.105,83.200,0
36.175,64.693,78.396,0
14.993,46.714,72.102,0
40.272,69.634,83.956,0
29.510,54.024,76.105,0
48.788,69.415,78.352,0
37.932,61.491,80.316,0
45.330,53.029,79.402,0
45.103,63.935,87.887,0
48.247,54.498,78.451,0
20.966,64.509,84.211,0
38.550,63.665,73.510,0
48.768,74.750,77.114,0
36.375,56.744,78.421,0
44.785,84.326,82.492,0
41.955,87.263,87.339,0
18.837,48.927,76.528,0
17.621,64.807,72.359,0
23.245,79.120,81.332,0
42.975,80.768,74.298,0
36.440,73.382,84.105,0
19.354,67.935,77.978,0
12.111,50.942,86.607,0
21.330,74.669,80.765,0
47.409,74.096,77.713,0
12.547,78.787,71.379,0
44.244,85.908,84.894,0
49.876,53.142,83.725,0
14.186,84.517,70.744,0
17.206,42.743,78.443,0
22.207,40.936,83.583,0
40.051,60.052,81.056,0
23.529,82.171,73.165,0
10.136,40.312,72.765,0
40.144,83.601,78.292,0
47.222,80.727,83.865,0
18.064,61.333,78.323,0
27.794,77.883,78.930,0
15.888,40.939,76.858,0
23.257,57.624,89.537,0
10.149,56.342,75.852,0
15.934,56.305,81.397,0
25.261,72.674,73.751,0
41.592,89.749,89.238,0
39.933,59.572,83.673,0
30.433,82.089,84.958,0
46.572,77.517,84.684,0
38.886,54.378,73.301,0
17.848,80.245,89.781,0
30.610,50.986,89.554,0
12.994,63.500,82.115,0
48.049,66.593,86.336,0
18.738,41.245,77.928,0
49.531,47.745,86.130,0
24.929,64.880,80.083,0
16.505,50.661,78.121,0
24.723,63.491,77.487,0
28.597,68.566,71.264,0
12.498,74.016,74.047,0
41.457,58.025,86.791,0
17.679,62.810,86.792,0
26.097,60.229,82.972,0
27.131,74.835,72.874,0
19.644,75.646,81.490,0
11.056,66.250,71.614,0
30.778,45.584,84.220,0
38.041,82.482,85.656,0
13.779,66.521,80.000,0
25.376,78.539,86.982,0
24.002,57.849,81.249,0
33.357,48.763,86.166,0
46.798,64.471,73.790,0
43.900,52.019,77.399,0
42.133,69.337,70.928,0
37.126,65.522,76.999,0
47.451,72.353,85.958,0
28.221,86.386,88.260,0
43.443,51.656,80.313,0
46.899,78.899,89.318,0
31.329,78.762,79.968,0
23.626,52.559,72.694,0
16.060,42.127,85.915,0
26.734,49.358,73.581,0
19.048,62.557,76.761,0
12.643,64.915,87.358,0
31.885,67.639,79.645,0
29.452,49.030,76.056,0
36.709,60.047,83.312,0
43.145,79.124,76.999,0
14.072,50.444,73.215,0
45.400,87.905,71.052,0
19.052,43.498,84.777,0
23.161,81.110,71.473,0
13.474,71.451,70.292,0
36.568,49.215,85.067,0
48.035,46.792,88.185,0
28.813,42.947,83.303,0
12.958,84.669,70.456,0
33.691,46.199,72.751,0
43.552,63.555,85.157,0
27.621,70.503,78.893,0
45.623,66.376,87.437,0
10.994,68.671,78.918,0
34.314,41.115,88.753,0
23.832,63.277,70.170,0
10.264,77.223,88.459,0
27.411,66.664,83.583,0
41.865,83.040,73.921,0
32.376,89.154,83.383,0
12.629,88.898,77.006,0
16.567,50.428,72.187,0
26.821,65.868,88.361,0
32.970,45.551,74.511,0
49.919,67.676,80.629,0
41.018,43.922,86.088,0
42.756,48.869,88.031,0
49.284,63.806,70.229,0
25.024,67.283,89.540,0
48.011,81.745,77.899,0
49.578,76.531,83.535,0
18.990,69.747,82.978,0
37.644,55.285,72.516,0
48.917,43.163,73.428,0
28.095,58.108,85.471,0
36.328,47.515,75.082,0
14.631,74.773,70.246,0
10.867,80.716,81.753,0
27.352,58.799,70.524,0
34.112,71.841,81.050,0
24.858,73.061,89.957,0
24.324,46.635,88.321,0
35.179,62.407,70.568,0
24.527,67.300,83.455,0
27.788,88.064,85.260,0
41.160,44.873,77.619,0
48.127,45.948,87.227,0
30.835,41.786,86.905,0
23.443,78.846,89.082,0
19.819,53.399,70.524,0
32.616,42.945,86.461,0
27.915,44.556,76.315,0
18.463,87.006,82.659,0
40.298,79.238,79.386,0
27.586,51.900,87.876,0
33.210,74.559,87.814,0
30.631,41.127,70.318,0
47.598,80.660,82.919,0
33.925,63.252,81.961,0
33.563,78.211,86.283,0
37.441,41.728,72.609,0
23.372,84.829,87.273,0
14.815,72.503,77.793,0
35.811,59.903,85.877,0
15.489,73.317,80.638,0
18.617,42.587,80.936,0
20.244,81.318,80.355,0
10.320,47.208,81.813,0
41.404,44.613,79.216,0
39.805,66.001,85.729,0
34.819,45.883,80.622,0
13.777,51.585,84.377,0
43.583,44.768,88.135,0
44.375,85.281,74.503,0
38.374,74.059,73.008,0
33.382,65.514,76.462,0
37.252,83.726,82.058,0
23.462,69.043,70.974,0
36.947,47.455,89.417,0
43.740,47.445,73.252,0
30.098,68.734,75.018,0
14.816,85.872,85.678,0
20.890,89.536,88.097,0
11.544,60.458,78.062,0
47.349,80.923,79.479,0
32.904,84.692,71.879,0
32.773,73.584,84.445,0
10.769,73.506,73.938,0
45.839,43.047,78.575,0
39.475,56.044,79.195,0
48.577,66.036,73.079,0
30.954,62.140,73.192,0
43.738,52.727,84.361,0
21.266,44.461,84.566,0
36.791,67.214,82.313,0
48.984,41.486,72.349,0
17.480,65.488,89.942,0
17.119,80.057,75.561,0
15.060,47.009,85.613,0
46.699,70.176,88.330,0
76.944,50.316,21.188,1
31.662,34.426,27.547,1
78.128,34.241,23.589,1
65.514,67.103,29.621,1
46.375,37.072,21.731,1
62.625,31.980,17.548,1
75.509,20.858,16.745,1
36.726,39.560,26.832,1
32.843,28.358,21.501,1
73.618,40.025,29.820,1
66.836,68.904,24.358,1
79.865,34.564,17.943,1
35.142,33.951,20.265,1
38.710,45.053,12.527,1
49.139,42.880,21.643,1
76.151,68.811,20.056,1
54.640,51.598,28.692,1
46.221,63.575,26.975,1
72.336,29.086,11.641,1
33.722,23.357,10.264,1
68.893,60.423,28.843,1
65.666,39.955,28.009,1
34.302,48.381,11.311,1
75.316,38.795,12.385,1
64.201,60.741,13.003,1
52.657,63.940,27.970,1
78.969,20.690,27.153,1
65.500,55.476,17.286,1
74.998,51.828,16.238,1
69.282,29.679,28.735,1
63.713,55.955,11.182,1
59.425,54.791,27.201,1
65.583,47.098,17.395,1
60.719,39.569,27.609,1
50.927,64.342,11.186,1
54.127,56.008,15.301,1
44.826,40.456,17.188,1
42.772,61.756,16.575,1
79.257,21.634,22.419,1
67.314,40.064,10.813,1
42.421,49.623,21.830,1
42.413,22.385,22.165,1
36.703,66.136,10.212,1
48.494,65.848,14.723,1
46.081,28.721,14.313,1
53.056,60.839,22.710,1
32.065,23.521,13.549,1
47.461,51.688,28.139,1
67.542,54.625,24.617,1
77.168,65.825,26.797,1
31.721,23.541,10.721,1
46.265,67.170,10.016,1
67.194,23.166,27.971,1
40.008,32.141,26.421,1
64.576,24.806,11.575,1
78.652,69.385,13.556,1
51.193,50.777,13.204,1
46.365,53.700,17.109,1
51.545,31.040,27.189,1
39.201,52.202,25.540,1
40.257,36.826,14.479,1
31.684,61.002,27.419,1
41.988,57.925,27.493,1
64.028,68.193,15.134,1
78.419,31.474,13.710,1
76.088,21.876,15.803,1
39.793,39.846,11.237,1
61.442,37.897,21.555,1
41.283,66.229,10.483,1
31.727,29.891,15.214,1
33.072,60.655,14.022,1
44.946,36.359,27.683,1
59.247,49.196,27.791,1
41.115,24.640,14.315,1
46.278,26.799,26.144,1
74.566,58.271,15.866,1
70.174,43.580,10.715,1
60.259,21.129,23.008,1
65.049,51.868,19.261,1
74.183,62.802,24.164,1
51.104,51.539,10.814,1
52.135,32.256,13.229,1
37.517,37.682,18.340,1
39.029,61.666,10.583,1
46.400,31.593,21.470,1
64.456,20.932,19.356,1
63.598,64.882,10.788,1
79.942,40.427,29.174,1
44.938,68.795,21.014,1
58.192,44.815,13.110,1
66.948,62.907,11.578,1
66.980,21.612,14.766,1
32.905,47.226,16.704,1
53.396,42.749,16.922,1
38.492,25.852,27.188,1
41.147,51.703,16.584,1
59.171,63.308,24.044,1
31.550,23.144,24.212,1
79.776,50.405,18.481,1
70.785,39.416,29.264,1
52.499,37.128,28.263,1
42.028,27.288,24.293,1
44.902,26.754,24.948,1
67.170,59.193,20.720,1
61.582,32.387,17.122,1
62.468,37.778,23.932,1
57.792,25.591,25.532,1
66.275,41.967,18.543,1
50.564,33.659,20.118,1
49.777,47.291,23.198,1
79.432,55.385,16.974,1
57.018,54.460,25.685,1
59.191,24.295,26.481,1
53.907,60.426,26.193,1
54.466,36.614,23.762,1
35.595,47.726,27.422,1
39.852,66.207,21.560,1
60.143,40.704,12.730,1
71.862,23.245,12.746,1
33.301,27.464,22.913,1
52.647,29.307,26.073,1
56.563,33.293,22.431,1
33.403,43.326,14.809,1
57.168,30.512,13.094,1
72.191,25.203,16.720,1
73.208,29.480,29.558,1
68.875,43.364,17.708,1
63.256,27.384,25.734,1
57.897,54.918,29.853,1
58.765,63.077,18.373,1
79.965,23.707,12.834,1
57.163,52.284,20.609,1
67.827,45.428,22.891,1
58.511,24.934,25.814,1
75.480,50.930,21.724,1
75.169,28.973,23.875,1
79.603,43.429,13.883,1
63.004,21.835,25.702,1
36.710,65.193,10.527,1
55.989,46.659,24.170,1
33.040,62.315,19.827,1
63.194,54.103,23.275,1
61.755,63.855,14.937,1
42.804,62.099,23.296,1
39.656,36.899,18.689,1
63.682,54.617,16.945,1
37.368,24.835,10.574,1
63.849,50.602,18.272,1
39.969,48.472,22.005,1
31.710,30.088,28.259,1
56.597,69.002,23.638,1
74.966,61.541,15.396,1
40.343,47.844,28.834,1
75.531,64.063,13.751,1
47.455,46.079,20.318,1
70.025,54.971,17.597,1
77.163,66.289,10.335,1
74.685,35.296,13.184,1
40.635,38.850,17.930,1
79.029,54.998,20.336,1
41.462,36.142,26.138,1
55.303,66.275,18.955,1
77.355,63.636,27.630,1
52.168,55.839,29.907,1
42.722,67.375,13.141,1
43.866,44.474,19.028,1
50.218,20.505,28.850,1
65.471,50.259,22.545,1
34.748,60.130,20.528,1
34.951,28.439,12.438,1
50.157,46.375,24.835,1
35.779,38.305,20.789,1
72.107,57.155,22.801,1
67.810,23.961,15.472,1
35.158,68.567,12.720,1
77.646,41.220,10.844,1
78.883,42.658,18.867,1
61.931,30.319,13.264,1
41.627,36.587,14.845,1
52.471,37.084,28.043,1
49.523,23.253,27.733,1
33.118,65.407,29.278,1
65.099,57.068,24.171,1
57.567,26.190,26.246,1
53.324,35.276,27.497,1
56.825,40.296,23.714,1
46.033,66.743,12.291,1
55.962,47.216,28.545,1
36.461,31.212,20.028,1
75.034,68.595,21.775,1
40.094,29.061,21.353,1
53.889,63.223,12.914,1
70.857,69.455,13.464,1
34.301,57.194,24.574,1
46.926,24.163,11.538,1
36.302,54.042,10.275,1
50.860,63.360,17.729,1
79.358,49.993,24.119,1
70.296,48.736,18.522,1
30.052,69.560,17.906,1
52.262,59.268,25.365,1
61.255,67.893,13.074,1
68.906,24.665,20.617,1
70.372,47.765,13.215,1
31.174,38.053,15.574,1
62.096,35.918,17.033,1
66.198,21.107,16.793,1
69.738,64.139,19.729,1
67.979,21.376,17.161,1
41.403,60.379,19.962,1
56.393,26.992,21.935,1
68.916,60.596,24.675,1
36.633,53.116,27.616,1
36.673,43.260,22.164,1
78.678,49.742,25.325,1
54.344,20.065,10.855,1
69.417,50.545,23.059,1
71.209,42.928,12.855,1
66.407,43.567,23.285,1
59.177,44.461,26.345,1
46.979,42.538,15.918,1
61.371,56.958,20.917,1
72.475,54.115,14.850,1
52.389,26.444,29.533,1
39.259,56.523,16.145,1
62.381,31.935,21.153,1
77.296,24.474,10.495,1
48.044,68.111,11.610,1
51.990,56.958,21.582,1
48.951,39.843,12.991,1
34.496,45.537,16.901,1
52.376,40.234,10.521,1
77.886,49.867,13.666,1
77.963,38.931,23.513,1
48.309,23.170,16.054,1
36.894,62.911,20.896,1
77.774,25.347,10.073,1
37.453,46.331,25.923,1
69.049,61.383,11.216,1
55.636,28.275,14.208,1
60.981,28.364,23.363,1
43.536,51.943,14.582,1
79.476,56.684,21.524,1
73.602,31.060,29.156,1
79.814,33.337,22.156,1
44.563,37.671,29.910,1
50.744,22.296,16.204,1
43.596,43.483,12.359,1
34.730,32.610,24.783,1
54.526,42.197,17.843,1
47.893,25.113,25.084,1
76.115,25.561,27.743,1
55.722,47.856,19.191,1
58.086,53.396,28.264,1
65.265,65.971,14.113,1
49.540,59.599,27.424,1
64.662,27.139,28.082,1
57.081,32.474,17.958,1
63.576,33.342,19.789,1
52.214,37.398,28.091,1
79.501,52.689,14.682,1
56.261,49.196,24.056,1
71.560,54.775,28.044,1
69.029,62.616,17.057,1
53.382,55.508,21.966,1
30.839,30.152,10.764,1
58.374,35.586,17.534,1
62.909,46.395,25.669,1
68.754,56.137,23.172,1
67.935,37.614,15.844,1
61.729,20.369,15.678,1
49.102,50.127,29.329,1
34.619,32.311,24.534,1
46.788,43.764,18.440,1
36.976,42.711,20.162,1
48.719,37.878,23.819,1
67.399,49.425,27.658,1
39.375,43.616,10.181,1
69.915,31.896,13.456,1
42.985,67.587,10.894,1
62.263,56.863,15.254,1
72.063,43.530,12.224,1
36.295,49.699,28.195,1
70.094,54.287,16.098,1
64.107,24.657,25.018,1
66.981,69.265,22.714,1
39.733,38.257,10.760,1
46.507,65.974,18.110,1
67.295,62.974,20.727,1
57.831,54.328,28.634,1
75.904,52.197,18.268,1
30.970,42.952,22.164,1
76.751,31.520,28.927,1
75.967,61.571,17.088,1
60.932,33.905,15.221,1
38.237,57.148,24.785,1
76.858,52.912,17.278,1
74.113,60.123,27.764,1
35.960,39.613,15.291,1
63.289,48.050,18.665,1
30.374,34.728,26.861,1
67.289,67.159,23.685,1
70.472,45.505,23.888,1
61.691,54.181,16.163,1
79.633,66.240,21.200,1
61.016,58.246,29.768,1
75.569,43.440,24.700,1
75.196,38.941,12.635,1
50.068,58.339,26.199,1
40.203,22.739,24.123,1
70.160,42.257,23.856,1
60.420,44.233,25.442,1
79.449,66.231,12.014,1
33.218,45.577,14.219,1
64.794,29.285,13.884,1
63.429,62.227,26.539,1
65.280,66.345,17.423,1
45.083,66.214,10.065,1
56.988,66.232,15.847,1
74.660,50.651,27.055,1
35.262,54.749,27.821,1
75.864,63.544,11.232,1
64.287,60.784,16.403,1
31.603,58.895,20.494,1
75.765,69.135,12.148,1
41.655,35.744,22.852,1
72.193,62.204,12.206,1
64.487,68.343,28.793,1
31.166,68.351,26.825,1
67.221,31.724,14.105,1
38.405,69.025,21.846,1
62.006,26.286,23.847,1
50.824,66.373,29.668,1
37.631,25.115,25.426,1
78.402,65.551,22.314,1
33.797,48.367,14.213,1
41.318,24.452,16.695,1
46.333,58.006,17.966,1
41.301,45.273,15.142,1
42.768,52.089,13.834,1
72.330,29.460,18.927,1
35.986,47.274,13.206,1
50.018,65.473,27.944,1
31.096,69.746,28.808,1
72.303,44.669,21.673,1
75.441,54.998,21.388,1
62.727,41.513,11.821,1
47.573,41.777,18.337,1
35.745,66.165,18.764,1
46.993,38.929,18.397,1
52.020,35.726,21.761,1
56.486,30.536,14.630,1
78.531,67.721,22.733,1
78.502,24.771,27.711,1
77.283,57.399,14.507,1
55.733,37.809,18.562,1
50.552,54.870,16.077,1
34.533,60.577,26.009,1
72.301,24.306,29.792,1
72.533,42.991,17.602,1
55.900,40.374,15.850,1
57.540,49.529,18.951,1
76.375,66.679,19.743,1
56.631,28.206,24.458,1
70.087,64.153,24.302,1
63.716,56.780,22.135,1
37.111,62.151,20.196,1
54.832,36.705,22.315,1
48.925,20.449,11.809,1
43.990,63.387,24.660,1
69.030,52.449,26.411,1
58.920,69.279,10.418,1
76.212,20.232,26.640,1
78.872,29.244,26.440,1
43.268,27.749,29.015,1
70.801,33.558,14.687,1
57.786,61.864,27.986,1
38.927,53.235,18.478,1
36.923,23.855,15.150,1
48.220,54.206,24.663,1
79.836,45.722,28.389,1
30.657,21.094,21.412,1
75.407,41.280,11.464,1
34.876,43.763,27.252,1
71.571,41.293,10.869,1
67.731,34.186,20.971,1
68.913,67.126,10.278,1
32.896,21.672,22.205,1
54.115,48.932,14.019,1
30.344,51.391,11.964,1
61.279,22.482,10.309,1
48.505,69.765,26.611,1
41.576,53.574,26.021,1
72.030,31.593,10.086,1
70.213,67.957,16.810,1
33.612,66.978,22.025,1
39.163,58.376,20.340,1
38.162,65.160,17.630,1
35.259,49.480,20.224,1
43.969,21.748,11.172,1
73.337,57.193,18.084,1
45.467,34.066,22.189,1
41.498,63.603,21.290,1
56.310,49.179,16.508,1
53.147,57.581,21.806,1
58.334,21.121,21.686,1
78.687,35.390,18.777,1
76.030,68.270,16.636,1
43.933,45.673,21.820,1
38.162,58.795,28.025,1
63.119,38.261,28.942,1
32.793,68.406,14.299,1
55.930,48.824,11.119,1
73.915,66.371,13.498,1
56.525,59.387,29.903,1
58.363,64.291,26.380,1
62.996,25.416,16.537,1
41.996,59.859,26.676,1
43.761,31.602,27.519,1
64.918,55.384,26.268,1
51.749,48.145,17.049,1
40.629,35.905,29.366,1
73.170,31.831,11.435,1
61.710,48.915,10.049,1
41.907,49.441,21.419,1
72.440,55.489,27.245,1
51.413,28.936,18.559,1
53.296,53.383,24.231,1
64.500,67.449,28.625,1
37.747,29.639,28.586,1
69.090,56.821,11.675,1
58.069,21.314,16.831,1
73.291,37.999,25.905,1
34.900,56.310,12.044,1
47.325,26.961,14.591,1
50.379,55.455,22.823,1
77.626,43.190,19.742,1
67.587,48.859,13.388,1
62.056,50.709,12.280,1
79.872,58.128,20.573,1
48.116,34.692,12.166,1
57.640,53.628,15.926,1
74.303,66.630,16.538,1
71.830,47.665,20.757,1
66.613,69.360,12.762,1
55.679,58.880,21.864,1
73.181,58.119,19.942,1
71.529,53.635,10.424,1
32.645,36.684,11.723,1
67.733,50.990,20.562,1
49.624,38.058,26.622,1
66.549,36.595,27.302,1
53.790,53.522,25.315,1
46.330,24.804,20.660,1
49.870,68.050,13.224,1
60.946,63.402,12.250,1
72.322,51.399,26.978,1
40.261,57.651,18.119,1
68.357,44.788,21.452,1
76.616,60.390,12.374,1
76.617,28.572,23.078,1
49.585,46.698,12.679,1
32.717,46.061,25.279,1
56.744,32.378,18.477,1
50.561,41.328,29.095,1
54.704,24.028,20.950,1
44.302,52.551,15.513,1
72.212,51.571,24.948,1
51.795,20.071,19.373,1
66.834,43.054,28.272,1
41.380,49.123,14.985,1
43.627,65.320,21.624,1
62.570,28.015,29.419,1
77.273,67.324,12.492,1
60.820,31.588,12.986,1
74.002,68.653,27.465,1
60.711,27.570,13.423,1
66.853,49.720,20.464,1
39.220,40.270,23.682,1
71.651,34.289,18.162,1
45.266,49.275,29.344,1
54.898,47.163,23.238,1
65.091,45.264,28.586,1
67.920,56.903,27.845,1
47.850,59.586,19.440,1
39.132,65.258,27.817,1
50.468,44.920,26.288,1
50.406,60.476,15.892,1
73.695,31.341,17.754,1
30.519,48.264,29.591,1
40.396,61.681,19.965,1
70.577,63.850,11.308,1
31.953,35.728,26.120,1
40.005,53.515,28.269,1
65.449,56.996,21.486,1
48.584,20.764,13.353,1
61.640,57.584,20.471,1
46.598,41.143,23.523,1
